C(%);Mn(%);Si(%);S(%);P(%);Ti(ppm);B(ppm);Al(ppm);N(ppm);O(ppm);Cr(%);Ni(%);Mo(%);V(ppm);Cu(%);Nb(ppm);Temp;Joule
0.069;0.6;0.27;0.006;0.007;140;2;5;62;360;0.03;0.03;0.005;5;1.64;5;-60;30
0.071;0.62;0.35;0.005;0.006;250;2;5;69;315;0.03;0.03;0.005;5;1.55;5;-80;16
0.071;0.62;0.35;0.005;0.006;250;2;5;69;315;0.03;0.03;0.005;5;1.55;5;-70;24
0.071;0.62;0.35;0.005;0.006;250;2;5;69;315;0.03;0.03;0.005;5;1.55;5;-60;34
0.06;0.63;0.25;0.007;0.008;2;2;5;59;515;0.03;0.03;0.005;5;2;5;-80;10
0.06;0.63;0.25;0.007;0.008;2;2;5;59;515;0.03;0.03;0.005;5;2;5;-70;10
0.06;0.63;0.25;0.007;0.008;2;2;5;59;515;0.03;0.03;0.005;5;2;5;-60;11
0.061;0.65;0.25;0.007;0.008;39;2;5;66;514;0.03;0.03;0.005;5;2.02;5;-80;15
0.061;0.65;0.25;0.007;0.008;39;2;5;66;514;0.03;0.03;0.005;5;2.02;5;-70;18
0.061;0.65;0.25;0.007;0.008;39;2;5;66;514;0.03;0.03;0.005;5;2.02;5;-60;22
0.067;0.65;0.25;0.008;0.007;100;2;5;65;442;0.03;0.03;0.005;5;2.02;5;-80;9
0.067;0.65;0.25;0.008;0.007;100;2;5;65;442;0.03;0.03;0.005;5;2.02;5;-70;10
0.067;0.65;0.25;0.008;0.007;100;2;5;65;442;0.03;0.03;0.005;5;2.02;5;-60;12
0.07;0.66;0.29;0.006;0.008;180;2;5;65;388;0.03;0.03;0.005;5;2.03;5;-80;10
0.07;0.66;0.29;0.006;0.008;180;2;5;65;388;0.03;0.03;0.005;5;2.03;5;-70;11
0.07;0.66;0.29;0.006;0.008;180;2;5;65;388;0.03;0.03;0.005;5;2.03;5;-60;13
0.073;0.64;0.34;0.006;0.007;300;2;5;67;358;0.03;0.03;0.005;5;2.04;5;-80;3
0.073;0.64;0.34;0.006;0.007;300;2;5;67;358;0.03;0.03;0.005;5;2.04;5;-70;4
0.073;0.64;0.34;0.006;0.007;300;2;5;67;358;0.03;0.03;0.005;5;2.04;5;-60;6
0.069;1.36;0.3;0.007;0.009;37;2;5;68;432;0.03;0.03;0.005;5;0.03;5;-80;67
0.069;1.36;0.3;0.007;0.009;37;2;5;68;432;0.03;0.03;0.005;5;0.03;5;-70;110
0.069;1.36;0.3;0.007;0.009;37;2;5;68;432;0.03;0.03;0.005;5;0.03;5;-60;138
0.073;1.39;0.33;0.007;0.008;39;2;20;66;427;0.03;0.03;0.005;5;0.03;5;-80;65
0.073;1.39;0.33;0.007;0.008;39;2;20;66;427;0.03;0.03;0.005;5;0.03;5;-70;98
0.073;1.39;0.33;0.007;0.008;39;2;20;66;427;0.03;0.03;0.005;5;0.03;5;-60;132
0.078;1.39;0.32;0.007;0.009;42;2;44;66;436;0.03;0.03;0.005;5;0.03;5;-80;37
0.078;1.39;0.32;0.007;0.009;42;2;44;66;436;0.03;0.03;0.005;5;0.03;5;-70;66
0.078;1.39;0.32;0.007;0.009;42;2;44;66;436;0.03;0.03;0.005;5;0.03;5;-60;99
0.08;1.41;0.33;0.006;0.009;43;2;78;55;432;0.03;0.03;0.005;5;0.03;5;-80;23
0.08;1.41;0.33;0.006;0.009;43;2;78;55;432;0.03;0.03;0.005;5;0.03;5;-70;41
0.08;1.41;0.33;0.006;0.009;43;2;78;55;432;0.03;0.03;0.005;5;0.03;5;-60;78
0.08;1.42;0.37;0.006;0.009;43;2;120;54;439;0.03;0.03;0.005;5;0.03;5;-80;36
0.08;1.42;0.37;0.006;0.009;43;2;120;54;439;0.03;0.03;0.005;5;0.03;5;-70;53
0.08;1.42;0.37;0.006;0.009;43;2;120;54;439;0.03;0.03;0.005;5;0.03;5;-60;91
0.076;1.36;0.37;0.005;0.009;36;2;190;53;422;0.03;0.03;0.005;5;0.03;5;-80;34
0.076;1.36;0.37;0.005;0.009;36;2;190;53;422;0.03;0.03;0.005;5;0.03;5;-70;43
0.076;1.36;0.37;0.005;0.009;36;2;190;53;422;0.03;0.03;0.005;5;0.03;5;-60;91
0.078;1.31;0.44;0.005;0.008;36;2;340;50;431;0.03;0.03;0.005;5;0.03;5;-80;42
0.078;1.31;0.44;0.005;0.008;36;2;340;50;431;0.03;0.03;0.005;5;0.03;5;-70;74
0.078;1.31;0.44;0.005;0.008;36;2;340;50;431;0.03;0.03;0.005;5;0.03;5;-60;109
0.076;1.3;0.51;0.005;0.008;43;2;490;48;423;0.03;0.03;0.005;5;0.03;5;-80;49
0.076;1.3;0.51;0.005;0.008;43;2;490;48;423;0.03;0.03;0.005;5;0.03;5;-70;68
0.076;1.3;0.51;0.005;0.008;43;2;490;48;423;0.03;0.03;0.005;5;0.03;5;-60;90
0.079;1.32;0.57;0.004;0.008;38;2;610;52;422;0.03;0.03;0.005;5;0.03;5;-80;21
0.079;1.32;0.57;0.004;0.008;38;2;610;52;422;0.03;0.03;0.005;5;0.03;5;-70;33
0.079;1.32;0.57;0.004;0.008;38;2;610;52;422;0.03;0.03;0.005;5;0.03;5;-60;50
0.069;1.35;0.32;0.01;0.006;30;2;5;149;443;0.03;0.03;0.005;5;0.03;5;-80;10
0.069;1.35;0.32;0.01;0.006;30;2;5;149;443;0.03;0.03;0.005;5;0.03;5;-70;25
0.069;1.35;0.32;0.01;0.006;30;2;5;149;443;0.03;0.03;0.005;5;0.03;5;-60;54
0.07;1.4;0.32;0.009;0.007;37;2;69;159;450;0.03;0.03;0.005;5;0.03;5;-80;3
0.07;1.4;0.32;0.009;0.007;37;2;69;159;450;0.03;0.03;0.005;5;0.03;5;-70;13
0.07;1.4;0.32;0.009;0.007;37;2;69;159;450;0.03;0.03;0.005;5;0.03;5;-60;38
0.069;1.37;0.38;0.008;0.007;33;2;140;141;449;0.03;0.03;0.005;5;0.03;5;-80;5
0.069;1.37;0.38;0.008;0.007;33;2;140;141;449;0.03;0.03;0.005;5;0.03;5;-70;16
0.069;1.37;0.38;0.008;0.007;33;2;140;141;449;0.03;0.03;0.005;5;0.03;5;-60;29
0.073;1.29;0.47;0.006;0.005;31;2;280;133;482;0.03;0.03;0.005;5;0.03;5;-80;5
0.073;1.29;0.47;0.006;0.005;31;2;280;133;482;0.03;0.03;0.005;5;0.03;5;-70;15
0.073;1.29;0.47;0.006;0.005;31;2;280;133;482;0.03;0.03;0.005;5;0.03;5;-60;30
0.072;1.32;0.5;0.006;0.006;32;2;444;132;409;0.03;0.03;0.005;5;0.03;5;-80;5
0.072;1.32;0.5;0.006;0.006;32;2;444;132;409;0.03;0.03;0.005;5;0.03;5;-70;13
0.072;1.32;0.5;0.006;0.006;32;2;444;132;409;0.03;0.03;0.005;5;0.03;5;-60;27
0.07;1.3;0.54;0.005;0.006;29;2;580;119;431;0.03;0.03;0.005;5;0.03;5;-80;19
0.07;1.3;0.54;0.005;0.006;29;2;580;119;431;0.03;0.03;0.005;5;0.03;5;-70;21
0.07;1.3;0.54;0.005;0.006;29;2;580;119;431;0.03;0.03;0.005;5;0.03;5;-60;26
0.07;1.39;0.28;0.009;0.01;31;2;2;242;454;0.03;0.03;0.005;5;0.03;5;-80;3
0.07;1.39;0.28;0.009;0.01;31;2;2;242;454;0.03;0.03;0.005;5;0.03;5;-70;4
0.07;1.39;0.28;0.009;0.01;31;2;2;242;454;0.03;0.03;0.005;5;0.03;5;-60;14
0.07;1.41;0.35;0.007;0.007;38;2;84;214;442;0.03;0.03;0.005;5;0.03;5;-80;6
0.07;1.41;0.35;0.007;0.007;38;2;84;214;442;0.03;0.03;0.005;5;0.03;5;-70;9
0.07;1.41;0.35;0.007;0.007;38;2;84;214;442;0.03;0.03;0.005;5;0.03;5;-60;18
0.07;1.37;0.39;0.007;0.009;32;2;210;202;475;0.03;0.03;0.005;5;0.03;5;-80;6
0.07;1.37;0.39;0.007;0.009;32;2;210;202;475;0.03;0.03;0.005;5;0.03;5;-70;10
0.07;1.37;0.39;0.007;0.009;32;2;210;202;475;0.03;0.03;0.005;5;0.03;5;-60;32
0.07;1.36;0.42;0.006;0.007;36;2;380;200;463;0.03;0.03;0.005;5;0.03;5;-80;6
0.07;1.36;0.42;0.006;0.007;36;2;380;200;463;0.03;0.03;0.005;5;0.03;5;-70;10
0.07;1.36;0.42;0.006;0.007;36;2;380;200;463;0.03;0.03;0.005;5;0.03;5;-60;20
0.076;1.42;0.49;0.005;0.01;55;2;470;191;364;0.03;0.03;0.005;5;0.03;5;-80;10
0.076;1.42;0.49;0.005;0.01;55;2;470;191;364;0.03;0.03;0.005;5;0.03;5;-70;10
0.076;1.42;0.49;0.005;0.01;55;2;470;191;364;0.03;0.03;0.005;5;0.03;5;-60;13
0.07;1.4;0.54;0.005;0.009;44;2;670;195;362;0.03;0.03;0.005;5;0.03;5;-80;26
0.07;1.4;0.54;0.005;0.009;44;2;670;195;362;0.03;0.03;0.005;5;0.03;5;-70;26
0.07;1.4;0.54;0.005;0.009;44;2;670;195;362;0.03;0.03;0.005;5;0.03;5;-60;27
0.069;1.36;0.3;0.007;0.009;37;2;5;68;432;0.03;0.03;0.005;5;0.03;5;-80;67
0.069;1.36;0.3;0.007;0.009;37;2;5;68;432;0.03;0.03;0.005;5;0.03;5;-70;110
0.069;1.36;0.3;0.007;0.009;37;2;5;68;432;0.03;0.03;0.005;5;0.03;5;-60;138
0.073;1.39;0.33;0.007;0.008;39;2;20;66;427;0.03;0.03;0.005;5;0.03;5;-80;65
0.073;1.39;0.33;0.007;0.008;39;2;20;66;427;0.03;0.03;0.005;5;0.03;5;-70;98
0.073;1.39;0.33;0.007;0.008;39;2;20;66;427;0.03;0.03;0.005;5;0.03;5;-60;132
0.078;1.39;0.32;0.007;0.009;42;2;44;66;436;0.03;0.03;0.005;5;0.03;5;-80;37
0.078;1.39;0.32;0.007;0.009;42;2;44;66;436;0.03;0.03;0.005;5;0.03;5;-70;66
0.078;1.39;0.32;0.007;0.009;42;2;44;66;436;0.03;0.03;0.005;5;0.03;5;-60;99
0.08;1.41;0.33;0.006;0.009;43;2;78;55;432;0.03;0.03;0.005;5;0.03;5;-80;23
0.08;1.41;0.33;0.006;0.009;43;2;78;55;432;0.03;0.03;0.005;5;0.03;5;-70;41
0.08;1.41;0.33;0.006;0.009;43;2;78;55;432;0.03;0.03;0.005;5;0.03;5;-60;78
0.08;1.42;0.37;0.006;0.009;43;2;120;54;439;0.03;0.03;0.005;5;0.03;5;-80;36
0.08;1.42;0.37;0.006;0.009;43;2;120;54;439;0.03;0.03;0.005;5;0.03;5;-70;53
0.08;1.42;0.37;0.006;0.009;43;2;120;54;439;0.03;0.03;0.005;5;0.03;5;-60;91
0.076;1.36;0.37;0.005;0.009;36;2;190;53;422;0.03;0.03;0.005;5;0.03;5;-80;34
0.076;1.36;0.37;0.005;0.009;36;2;190;53;422;0.03;0.03;0.005;5;0.03;5;-70;43
0.076;1.36;0.37;0.005;0.009;36;2;190;53;422;0.03;0.03;0.005;5;0.03;5;-60;91
0.078;1.31;0.44;0.005;0.008;36;2;340;50;431;0.03;0.03;0.005;5;0.03;5;-80;42
0.078;1.31;0.44;0.005;0.008;36;2;340;50;431;0.03;0.03;0.005;5;0.03;5;-70;74
0.078;1.31;0.44;0.005;0.008;36;2;340;50;431;0.03;0.03;0.005;5;0.03;5;-60;109
0.076;1.3;0.51;0.005;0.008;43;2;490;48;423;0.03;0.03;0.005;5;0.03;5;-80;49
0.076;1.3;0.51;0.005;0.008;43;2;490;48;423;0.03;0.03;0.005;5;0.03;5;-70;68
0.076;1.3;0.51;0.005;0.008;43;2;490;48;423;0.03;0.03;0.005;5;0.03;5;-60;90
0.079;1.32;0.57;0.004;0.008;38;2;610;52;422;0.03;0.03;0.005;5;0.03;5;-80;21
0.079;1.32;0.57;0.004;0.008;38;2;610;52;422;0.03;0.03;0.005;5;0.03;5;-70;33
0.079;1.32;0.57;0.004;0.008;38;2;610;52;422;0.03;0.03;0.005;5;0.03;5;-60;50
0.074;1.48;0.35;0.006;0.007;34;2;5;75;400;0.03;0.03;0.005;5;0.03;5;-80;68
0.074;1.48;0.35;0.006;0.007;34;2;5;75;400;0.03;0.03;0.005;5;0.03;5;-70;97
0.074;1.48;0.35;0.006;0.007;34;2;5;75;400;0.03;0.03;0.005;5;0.03;5;-60;123
0.077;1.5;0.37;0.005;0.007;53;2;69;67;406;0.03;0.03;0.005;5;0.03;5;-80;26
0.077;1.5;0.37;0.005;0.007;53;2;69;67;406;0.03;0.03;0.005;5;0.03;5;-70;57
0.077;1.5;0.37;0.005;0.007;53;2;69;67;406;0.03;0.03;0.005;5;0.03;5;-60;98
0.079;1.44;0.44;0.005;0.007;42;2;160;52;410;0.03;0.03;0.005;5;0.03;5;-80;33
0.079;1.44;0.44;0.005;0.007;42;2;160;52;410;0.03;0.03;0.005;5;0.03;5;-70;64
0.079;1.44;0.44;0.005;0.007;42;2;160;52;410;0.03;0.03;0.005;5;0.03;5;-60;102
0.078;1.39;0.53;0.005;0.007;45;2;280;52;411;0.03;0.03;0.005;5;0.03;5;-80;35
0.078;1.39;0.53;0.005;0.007;45;2;280;52;411;0.03;0.03;0.005;5;0.03;5;-70;64
0.078;1.39;0.53;0.005;0.007;45;2;280;52;411;0.03;0.03;0.005;5;0.03;5;-60;112
0.077;1.4;0.61;0.004;0.008;52;2;430;45;390;0.03;0.03;0.005;5;0.03;5;-80;34
0.077;1.4;0.61;0.004;0.008;52;2;430;45;390;0.03;0.03;0.005;5;0.03;5;-70;48
0.077;1.4;0.61;0.004;0.008;52;2;430;45;390;0.03;0.03;0.005;5;0.03;5;-60;65
0.075;1.35;0.67;0.004;0.007;49;2;480;48;391;0.03;0.03;0.005;5;0.03;5;-80;20
0.075;1.35;0.67;0.004;0.007;49;2;480;48;391;0.03;0.03;0.005;5;0.03;5;-70;44
0.075;1.35;0.67;0.004;0.007;49;2;480;48;391;0.03;0.03;0.005;5;0.03;5;-60;70
0.077;1.52;0.34;0.005;0.006;33;2;4;65;324;0.03;0.03;0.005;5;0.03;5;-80;84
0.077;1.52;0.34;0.005;0.006;33;2;4;65;324;0.03;0.03;0.005;5;0.03;5;-70;125
0.077;1.52;0.34;0.005;0.006;33;2;4;65;324;0.03;0.03;0.005;5;0.03;5;-60;151
0.082;1.44;0.36;0.004;0.006;39;2;49;57;329;0.03;0.03;0.005;5;0.03;5;-80;47
0.082;1.44;0.36;0.004;0.006;39;2;49;57;329;0.03;0.03;0.005;5;0.03;5;-70;82
0.082;1.44;0.36;0.004;0.006;39;2;49;57;329;0.03;0.03;0.005;5;0.03;5;-60;114
0.084;1.39;0.42;0.004;0.006;44;2;95;48;339;0.03;0.03;0.005;5;0.03;5;-80;65
0.084;1.39;0.42;0.004;0.006;44;2;95;48;339;0.03;0.03;0.005;5;0.03;5;-70;114
0.084;1.39;0.42;0.004;0.006;44;2;95;48;339;0.03;0.03;0.005;5;0.03;5;-60;154
0.082;1.35;0.47;0.005;0.006;44;2;150;46;345;0.03;0.03;0.005;5;0.03;5;-80;94
0.082;1.35;0.47;0.005;0.006;44;2;150;46;345;0.03;0.03;0.005;5;0.03;5;-70;129
0.082;1.35;0.47;0.005;0.006;44;2;150;46;345;0.03;0.03;0.005;5;0.03;5;-60;150
0.086;1.3;0.5;0.004;0.007;32;2;240;56;334;0.03;0.03;0.005;5;0.03;5;-80;37
0.086;1.3;0.5;0.004;0.007;32;2;240;56;334;0.03;0.03;0.005;5;0.03;5;-70;74
0.086;1.3;0.5;0.004;0.007;32;2;240;56;334;0.03;0.03;0.005;5;0.03;5;-60;118
0.087;1.28;0.58;0.004;0.006;32;2;350;51;346;0.03;0.03;0.005;5;0.03;5;-80;22
0.087;1.28;0.58;0.004;0.006;32;2;350;51;346;0.03;0.03;0.005;5;0.03;5;-70;48
0.087;1.28;0.58;0.004;0.006;32;2;350;51;346;0.03;0.03;0.005;5;0.03;5;-60;74
0.074;1.51;0.35;0.004;0.009;28;2;5;54;331;0.03;0.03;0.005;5;0.03;5;-80;100
0.074;1.51;0.35;0.004;0.009;28;2;5;54;331;0.03;0.03;0.005;5;0.03;5;-70;154
0.074;1.51;0.35;0.004;0.009;28;2;5;54;331;0.03;0.03;0.005;5;0.03;5;-60;186
0.077;1.34;0.39;0.004;0.011;30;2;65;49;307;0.03;0.03;0.005;5;0.03;5;-80;48
0.077;1.34;0.39;0.004;0.011;30;2;65;49;307;0.03;0.03;0.005;5;0.03;5;-70;114
0.077;1.34;0.39;0.004;0.011;30;2;65;49;307;0.03;0.03;0.005;5;0.03;5;-60;171
0.083;1.35;0.47;0.004;0.011;30;2;120;49;300;0.03;0.03;0.005;5;0.03;5;-80;96
0.083;1.35;0.47;0.004;0.011;30;2;120;49;300;0.03;0.03;0.005;5;0.03;5;-70;150
0.083;1.35;0.47;0.004;0.011;30;2;120;49;300;0.03;0.03;0.005;5;0.03;5;-60;188
0.094;1.25;0.46;0.004;0.01;30;2;150;53;327;0.03;0.03;0.005;5;0.03;5;-80;115
0.094;1.25;0.46;0.004;0.01;30;2;150;53;327;0.03;0.03;0.005;5;0.03;5;-70;149
0.094;1.25;0.46;0.004;0.01;30;2;150;53;327;0.03;0.03;0.005;5;0.03;5;-60;172
0.08;1.26;0.46;0.004;0.011;25;2;170;50;316;0.03;0.03;0.005;5;0.03;5;-80;88
0.08;1.26;0.46;0.004;0.011;25;2;170;50;316;0.03;0.03;0.005;5;0.03;5;-70;122
0.08;1.26;0.46;0.004;0.011;25;2;170;50;316;0.03;0.03;0.005;5;0.03;5;-60;150
0.103;1.34;0.61;0.004;0.009;51;2;220;41;288;0.03;0.03;0.005;5;0.03;5;-80;38
0.103;1.34;0.61;0.004;0.009;51;2;220;41;288;0.03;0.03;0.005;5;0.03;5;-70;75
0.103;1.34;0.61;0.004;0.009;51;2;220;41;288;0.03;0.03;0.005;5;0.03;5;-60;121
0.069;1.36;0.3;0.007;0.009;37;2;5;68;432;0.03;0.03;0.006;4;0.03;5;-80;67
0.069;1.36;0.3;0.007;0.009;37;2;5;68;432;0.03;0.03;0.006;4;0.03;5;-70;110
0.069;1.36;0.3;0.007;0.009;37;2;5;68;432;0.03;0.03;0.006;4;0.03;5;-60;138
0.073;1.39;0.33;0.007;0.008;39;2;20;66;427;0.03;0.03;0.006;4;0.03;5;-80;65
0.073;1.39;0.33;0.007;0.008;39;2;20;66;427;0.03;0.03;0.006;4;0.03;5;-70;98
0.073;1.39;0.33;0.007;0.008;39;2;20;66;427;0.03;0.03;0.006;4;0.03;5;-60;132
0.078;1.39;0.32;0.007;0.009;42;2;44;66;436;0.03;0.03;0.006;4;0.03;5;-80;37
0.078;1.39;0.32;0.007;0.009;42;2;44;66;436;0.03;0.03;0.006;4;0.03;5;-70;66
0.078;1.39;0.32;0.007;0.009;42;2;44;66;436;0.03;0.03;0.006;4;0.03;5;-60;99
0.08;1.41;0.33;0.006;0.009;43;2;78;55;432;0.03;0.03;0.006;3;0.03;5;-80;23
0.08;1.41;0.33;0.006;0.009;43;2;78;55;432;0.03;0.03;0.006;3;0.03;5;-70;41
0.08;1.41;0.33;0.006;0.009;43;2;78;55;432;0.03;0.03;0.006;3;0.03;5;-60;78
0.08;1.42;0.37;0.006;0.009;43;2;120;54;439;0.03;0.03;0.006;3;0.03;5;-80;36
0.08;1.42;0.37;0.006;0.009;43;2;120;54;439;0.03;0.03;0.006;3;0.03;5;-70;53
0.08;1.42;0.37;0.006;0.009;43;2;120;54;439;0.03;0.03;0.006;3;0.03;5;-60;91
0.076;1.36;0.37;0.005;0.009;36;2;190;53;422;0.03;0.03;0.006;4;0.03;5;-80;34
0.076;1.36;0.37;0.005;0.009;36;2;190;53;422;0.03;0.03;0.006;4;0.03;5;-70;43
0.076;1.36;0.37;0.005;0.009;36;2;190;53;422;0.03;0.03;0.006;4;0.03;5;-60;91
0.078;1.31;0.44;0.005;0.008;36;2;340;50;431;0.03;0.03;0.006;4;0.03;5;-80;42
0.078;1.31;0.44;0.005;0.008;36;2;340;50;431;0.03;0.03;0.006;4;0.03;5;-70;74
0.078;1.31;0.44;0.005;0.008;36;2;340;50;431;0.03;0.03;0.006;4;0.03;5;-60;109
0.076;1.3;0.51;0.005;0.008;43;2;490;48;423;0.03;0.03;0.006;4;0.03;5;-80;49
0.076;1.3;0.51;0.005;0.008;43;2;490;48;423;0.03;0.03;0.006;4;0.03;5;-70;68
0.076;1.3;0.51;0.005;0.008;43;2;490;48;423;0.03;0.03;0.006;4;0.03;5;-60;90
0.079;1.32;0.57;0.004;0.008;38;2;610;52;422;0.03;0.03;0.006;4;0.03;5;-80;21
0.079;1.32;0.57;0.004;0.008;38;2;610;52;422;0.03;0.03;0.006;4;0.03;5;-70;33
0.079;1.32;0.57;0.004;0.008;38;2;610;52;422;0.03;0.03;0.006;4;0.03;5;-60;50
0.069;1.49;0.43;0.004;0.005;460;2;1;77;294;0.03;0.03;0.005;5;0.03;5;-80;24
0.069;1.49;0.43;0.004;0.005;460;2;1;77;294;0.03;0.03;0.005;5;0.03;5;-70;49
0.069;1.49;0.43;0.004;0.005;460;2;1;77;294;0.03;0.03;0.005;5;0.03;5;-60;100
0.071;1.44;0.36;0.007;0.005;460;2;67;94;373;0.03;0.03;0.005;5;0.03;5;-80;22
0.071;1.44;0.36;0.007;0.005;460;2;67;94;373;0.03;0.03;0.005;5;0.03;5;-70;26
0.071;1.44;0.36;0.007;0.005;460;2;67;94;373;0.03;0.03;0.005;5;0.03;5;-60;50
0.071;1.39;0.42;0.007;0.005;420;2;150;65;446;0.03;0.03;0.005;5;0.03;5;-80;19
0.071;1.39;0.42;0.007;0.005;420;2;150;65;446;0.03;0.03;0.005;5;0.03;5;-70;36
0.071;1.39;0.42;0.007;0.005;420;2;150;65;446;0.03;0.03;0.005;5;0.03;5;-60;78
0.071;1.44;0.52;0.005;0.005;460;2;300;67;466;0.03;0.03;0.005;5;0.03;5;-80;16
0.071;1.44;0.52;0.005;0.005;460;2;300;67;466;0.03;0.03;0.005;5;0.03;5;-70;18
0.071;1.44;0.52;0.005;0.005;460;2;300;67;466;0.03;0.03;0.005;5;0.03;5;-60;42
0.069;1.41;0.54;0.005;0.005;460;2;420;58;439;0.03;0.03;0.005;5;0.03;5;-80;6
0.069;1.41;0.54;0.005;0.005;460;2;420;58;439;0.03;0.03;0.005;5;0.03;5;-70;15
0.069;1.41;0.54;0.005;0.005;460;2;420;58;439;0.03;0.03;0.005;5;0.03;5;-60;35
0.067;1.4;0.57;0.005;0.005;450;2;500;60;451;0.03;0.03;0.005;5;0.03;5;-80;22
0.067;1.4;0.57;0.005;0.005;450;2;500;60;451;0.03;0.03;0.005;5;0.03;5;-70;38
0.067;1.4;0.57;0.005;0.005;450;2;500;60;451;0.03;0.03;0.005;5;0.03;5;-60;59
0.066;1.48;0.47;0.007;0.005;410;2;2;164;285;0.03;0.03;0.005;5;0.03;5;-80;25
0.066;1.48;0.47;0.007;0.005;410;2;2;164;285;0.03;0.03;0.005;5;0.03;5;-70;34
0.066;1.48;0.47;0.007;0.005;410;2;2;164;285;0.03;0.03;0.005;5;0.03;5;-60;72
0.073;1.4;0.49;0.004;0.005;420;2;46;183;375;0.03;0.03;0.005;5;0.03;5;-80;13
0.073;1.4;0.49;0.004;0.005;420;2;46;183;375;0.03;0.03;0.005;5;0.03;5;-70;25
0.073;1.4;0.49;0.004;0.005;420;2;46;183;375;0.03;0.03;0.005;5;0.03;5;-60;43
0.067;1.32;0.56;0.004;0.005;410;2;130;160;421;0.03;0.03;0.005;5;0.03;5;-80;10
0.067;1.32;0.56;0.004;0.005;410;2;130;160;421;0.03;0.03;0.005;5;0.03;5;-70;12
0.067;1.32;0.56;0.004;0.005;410;2;130;160;421;0.03;0.03;0.005;5;0.03;5;-60;20
0.064;1.42;0.64;0.004;0.005;420;2;250;148;439;0.03;0.03;0.005;5;0.03;5;-80;11
0.064;1.42;0.64;0.004;0.005;420;2;250;148;439;0.03;0.03;0.005;5;0.03;5;-70;15
0.064;1.42;0.64;0.004;0.005;420;2;250;148;439;0.03;0.03;0.005;5;0.03;5;-60;22
0.068;1.39;0.69;0.004;0.005;410;2;380;149;423;0.03;0.03;0.005;5;0.03;5;-80;7
0.068;1.39;0.69;0.004;0.005;410;2;380;149;423;0.03;0.03;0.005;5;0.03;5;-70;8
0.068;1.39;0.69;0.004;0.005;410;2;380;149;423;0.03;0.03;0.005;5;0.03;5;-60;15
0.065;1.46;0.72;0.006;0.005;490;2;590;147;433;0.03;0.03;0.005;5;0.03;5;-80;15
0.065;1.46;0.72;0.006;0.005;490;2;590;147;433;0.03;0.03;0.005;5;0.03;5;-70;50
0.065;1.46;0.72;0.006;0.005;490;2;590;147;433;0.03;0.03;0.005;5;0.03;5;-60;83
0.068;1.46;0.47;0.007;0.005;450;2;7;249;297;0.03;0.03;0.005;5;0.03;5;-80;7
0.068;1.46;0.47;0.007;0.005;450;2;7;249;297;0.03;0.03;0.005;5;0.03;5;-70;20
0.068;1.46;0.47;0.007;0.005;450;2;7;249;297;0.03;0.03;0.005;5;0.03;5;-60;38
0.066;1.32;0.5;0.008;0.005;440;2;52;239;351;0.03;0.03;0.005;5;0.03;5;-80;2
0.066;1.32;0.5;0.008;0.005;440;2;52;239;351;0.03;0.03;0.005;5;0.03;5;-70;3
0.066;1.32;0.5;0.008;0.005;440;2;52;239;351;0.03;0.03;0.005;5;0.03;5;-60;9
0.064;1.36;0.57;0.007;0.005;400;2;133;243;388;0.03;0.03;0.005;5;0.03;5;-80;4
0.064;1.36;0.57;0.007;0.005;400;2;133;243;388;0.03;0.03;0.005;5;0.03;5;-70;6
0.064;1.36;0.57;0.007;0.005;400;2;133;243;388;0.03;0.03;0.005;5;0.03;5;-60;10
0.063;1.47;0.65;0.007;0.005;440;2;279;248;416;0.03;0.03;0.005;5;0.03;5;-80;3
0.063;1.47;0.65;0.007;0.005;440;2;279;248;416;0.03;0.03;0.005;5;0.03;5;-70;4
0.063;1.47;0.65;0.007;0.005;440;2;279;248;416;0.03;0.03;0.005;5;0.03;5;-60;8
0.066;1.45;0.7;0.006;0.005;410;2;370;242;411;0.03;0.03;0.005;5;0.03;5;-80;2
0.066;1.45;0.7;0.006;0.005;410;2;370;242;411;0.03;0.03;0.005;5;0.03;5;-70;3
0.066;1.45;0.7;0.006;0.005;410;2;370;242;411;0.03;0.03;0.005;5;0.03;5;-60;6
0.066;1.39;0.56;0.004;0.005;450;2;540;250;383;0.03;0.03;0.005;5;0.03;5;-80;11
0.066;1.39;0.56;0.004;0.005;450;2;540;250;383;0.03;0.03;0.005;5;0.03;5;-70;13
0.066;1.39;0.56;0.004;0.005;450;2;540;250;383;0.03;0.03;0.005;5;0.03;5;-60;14
0.074;1.49;0.29;0.006;0.013;5;2;6;72;471;0.03;0.03;0.005;5;0.03;5;-80;2
0.074;1.49;0.29;0.006;0.013;5;2;6;72;471;0.03;0.03;0.005;5;0.03;5;-70;3
0.074;1.49;0.29;0.006;0.013;5;2;6;72;471;0.03;0.03;0.005;5;0.03;5;-60;5
0.081;1.43;0.29;0.006;0.013;5;2;60;54;461;0.03;0.03;0.005;5;0.03;5;-80;2
0.081;1.43;0.29;0.006;0.013;5;2;60;54;461;0.03;0.03;0.005;5;0.03;5;-70;3
0.081;1.43;0.29;0.006;0.013;5;2;60;54;461;0.03;0.03;0.005;5;0.03;5;-60;7
0.076;1.36;0.34;0.005;0.011;5;2;150;57;476;0.03;0.03;0.005;5;0.03;5;-80;10
0.076;1.36;0.34;0.005;0.011;5;2;150;57;476;0.03;0.03;0.005;5;0.03;5;-70;18
