C(%);Mn(%);Si(%);S(%);P(%);Ti(ppm);B(ppm);Al(ppm);N(ppm);O(ppm);Cr(%);Ni(%);Mo(%);V(ppm);Cu(%);Nb(ppm);Temp;Joule
0.074;1.42;0.38;0.006;0.009;270;126;5;72;269;0.03;0.03;0.005;5;0.03;5;-60;122
0.069;1.36;0.37;0.007;0.009;250;169;5;63;253;0.03;0.03;0.005;5;0.03;5;-80;26
0.069;1.36;0.37;0.007;0.009;250;169;5;63;253;0.03;0.03;0.005;5;0.03;5;-70;50
0.069;1.36;0.37;0.007;0.009;250;169;5;63;253;0.03;0.03;0.005;5;0.03;5;-60;74
0.069;1.47;0.45;0.005;0.006;410;2;5;77;282;0.03;0.03;0.005;5;0.03;5;-80;38
0.069;1.47;0.45;0.005;0.006;410;2;5;77;282;0.03;0.03;0.005;5;0.03;5;-70;75
0.069;1.47;0.45;0.005;0.006;410;2;5;77;282;0.03;0.03;0.005;5;0.03;5;-60;114
0.077;1.56;0.39;0.006;0.011;400;14;5;68;286;0.03;0.03;0.005;5;0.03;5;-80;94
0.077;1.56;0.39;0.006;0.011;400;14;5;68;286;0.03;0.03;0.005;5;0.03;5;-70;133
0.077;1.56;0.39;0.006;0.011;400;14;5;68;286;0.03;0.03;0.005;5;0.03;5;-60;154
0.074;1.5;0.39;0.006;0.009;410;29;5;72;275;0.03;0.03;0.005;5;0.03;5;-80;106
0.074;1.5;0.39;0.006;0.009;410;29;5;72;275;0.03;0.03;0.005;5;0.03;5;-70;139
0.074;1.5;0.39;0.006;0.009;410;29;5;72;275;0.03;0.03;0.005;5;0.03;5;-60;159
0.075;1.49;0.37;0.006;0.01;370;41;5;69;282;0.03;0.03;0.005;5;0.03;5;-80;110
0.075;1.49;0.37;0.006;0.01;370;41;5;69;282;0.03;0.03;0.005;5;0.03;5;-70;130
0.075;1.49;0.37;0.006;0.01;370;41;5;69;282;0.03;0.03;0.005;5;0.03;5;-60;150
0.075;1.5;0.4;0.006;0.01;390;51;5;85;297;0.03;0.03;0.005;5;0.03;5;-80;109
0.075;1.5;0.4;0.006;0.01;390;51;5;85;297;0.03;0.03;0.005;5;0.03;5;-70;137
0.075;1.5;0.4;0.006;0.01;390;51;5;85;297;0.03;0.03;0.005;5;0.03;5;-60;159
0.077;1.53;0.42;0.006;0.01;430;108;5;79;298;0.03;0.03;0.005;5;0.03;5;-80;60
0.077;1.53;0.42;0.006;0.01;430;108;5;79;298;0.03;0.03;0.005;5;0.03;5;-70;79
0.077;1.53;0.42;0.006;0.01;430;108;5;79;298;0.03;0.03;0.005;5;0.03;5;-60;106
0.073;1.52;0.4;0.006;0.011;390;158;5;84;290;0.03;0.03;0.005;5;0.03;5;-80;28
0.073;1.52;0.4;0.006;0.011;390;158;5;84;290;0.03;0.03;0.005;5;0.03;5;-70;51
0.073;1.52;0.4;0.006;0.011;390;158;5;84;290;0.03;0.03;0.005;5;0.03;5;-60;81
0.074;1.5;0.47;0.006;0.01;580;1;5;75;292;0.03;0.03;0.005;5;0.03;5;-80;14
0.074;1.5;0.47;0.006;0.01;580;1;5;75;292;0.03;0.03;0.005;5;0.03;5;-70;24
0.074;1.5;0.47;0.006;0.01;580;1;5;75;292;0.03;0.03;0.005;5;0.03;5;-60;76
0.079;1.54;0.48;0.006;0.01;610;14;5;81;276;0.03;0.03;0.005;5;0.03;5;-80;78
0.079;1.54;0.48;0.006;0.01;610;14;5;81;276;0.03;0.03;0.005;5;0.03;5;-70;110
0.079;1.54;0.48;0.006;0.01;610;14;5;81;276;0.03;0.03;0.005;5;0.03;5;-60;141
0.073;1.54;0.48;0.006;0.01;520;32;5;84;294;0.03;0.03;0.005;5;0.03;5;-80;89
0.073;1.54;0.48;0.006;0.01;520;32;5;84;294;0.03;0.03;0.005;5;0.03;5;-70;114
0.073;1.54;0.48;0.006;0.01;520;32;5;84;294;0.03;0.03;0.005;5;0.03;5;-60;134
0.075;1.52;0.45;0.005;0.009;610;59;5;82;280;0.03;0.03;0.005;5;0.03;5;-80;52
0.075;1.52;0.45;0.005;0.009;610;59;5;82;280;0.03;0.03;0.005;5;0.03;5;-70;84
0.075;1.52;0.45;0.005;0.009;610;59;5;82;280;0.03;0.03;0.005;5;0.03;5;-60;118
0.07;1.48;0.42;0.006;0.009;610;95;5;63;298;0.03;0.03;0.005;5;0.03;5;-80;34
0.07;1.48;0.42;0.006;0.009;610;95;5;63;298;0.03;0.03;0.005;5;0.03;5;-70;62
0.07;1.48;0.42;0.006;0.009;610;95;5;63;298;0.03;0.03;0.005;5;0.03;5;-60;87
0.067;1.49;0.4;0.005;0.009;640;122;5;78;305;0.03;0.03;0.005;5;0.03;5;-80;4
0.067;1.49;0.4;0.005;0.009;640;122;5;78;305;0.03;0.03;0.005;5;0.03;5;-70;14
0.067;1.49;0.4;0.005;0.009;640;122;5;78;305;0.03;0.03;0.005;5;0.03;5;-60;39
0.074;1.48;0.39;0.005;0.009;660;155;5;71;320;0.03;0.03;0.005;5;0.03;5;-80;11
0.074;1.48;0.39;0.005;0.009;660;155;5;71;320;0.03;0.03;0.005;5;0.03;5;-70;16
0.074;1.48;0.39;0.005;0.009;660;155;5;71;320;0.03;0.03;0.005;5;0.03;5;-60;22
0.045;0.65;0.3;0.006;0.008;55;2;5;80;490;0.03;0.03;0.005;120;0.03;20;-80;3
0.045;0.65;0.3;0.006;0.008;55;2;5;80;490;0.03;0.03;0.005;120;0.03;20;-70;5
0.045;0.65;0.3;0.006;0.008;55;2;5;80;490;0.03;0.03;0.005;120;0.03;20;-60;9
0.044;0.98;0.32;0.006;0.008;55;2;5;80;460;0.03;0.03;0.005;120;0.03;20;-80;5
0.044;0.98;0.32;0.006;0.008;55;2;5;80;460;0.03;0.03;0.005;120;0.03;20;-70;11
0.044;0.98;0.32;0.006;0.008;55;2;5;80;460;0.03;0.03;0.005;120;0.03;20;-60;37
0.044;1.32;0.32;0.006;0.007;55;2;5;80;410;0.03;0.03;0.005;120;0.03;20;-80;12
0.044;1.32;0.32;0.006;0.007;55;2;5;80;410;0.03;0.03;0.005;120;0.03;20;-70;31
0.044;1.32;0.32;0.006;0.007;55;2;5;80;410;0.03;0.03;0.005;120;0.03;20;-60;85
0.045;1.72;0.3;0.006;0.008;55;2;5;80;390;0.03;0.03;0.005;120;0.03;20;-80;14
0.045;1.72;0.3;0.006;0.008;55;2;5;80;390;0.03;0.03;0.005;120;0.03;20;-70;46
0.045;1.72;0.3;0.006;0.008;55;2;5;80;390;0.03;0.03;0.005;120;0.03;20;-60;112
0.059;0.6;0.33;0.007;0.008;55;2;5;80;490;0.03;0.03;0.005;120;0.03;20;-80;4
0.059;0.6;0.33;0.007;0.008;55;2;5;80;490;0.03;0.03;0.005;120;0.03;20;-70;6
0.059;0.6;0.33;0.007;0.008;55;2;5;80;490;0.03;0.03;0.005;120;0.03;20;-60;10
0.063;1;0.35;0.006;0.008;55;2;5;80;460;0.03;0.03;0.005;120;0.03;20;-80;6
0.063;1;0.35;0.006;0.008;55;2;5;80;460;0.03;0.03;0.005;120;0.03;20;-70;13
0.063;1;0.35;0.006;0.008;55;2;5;80;460;0.03;0.03;0.005;120;0.03;20;-60;38
0.066;1.35;0.37;0.005;0.007;55;2;5;80;410;0.03;0.03;0.005;120;0.03;20;-80;12
0.066;1.35;0.37;0.005;0.007;55;2;5;80;410;0.03;0.03;0.005;120;0.03;20;-70;38
0.066;1.35;0.37;0.005;0.007;55;2;5;80;410;0.03;0.03;0.005;120;0.03;20;-60;101
0.07;1.77;0.33;0.006;0.008;55;2;5;80;390;0.03;0.03;0.005;120;0.03;20;-80;26
0.07;1.77;0.33;0.006;0.008;55;2;5;80;390;0.03;0.03;0.005;120;0.03;20;-70;58
0.07;1.77;0.33;0.006;0.008;55;2;5;80;390;0.03;0.03;0.005;120;0.03;20;-60;94
0.099;0.65;0.35;0.008;0.009;55;2;5;80;490;0.03;0.03;0.005;120;0.03;20;-80;4
0.099;0.65;0.35;0.008;0.009;55;2;5;80;490;0.03;0.03;0.005;120;0.03;20;-70;9
0.099;0.65;0.35;0.008;0.009;55;2;5;80;490;0.03;0.03;0.005;120;0.03;20;-60;14
0.098;1.05;0.32;0.007;0.009;55;2;5;80;460;0.03;0.03;0.005;120;0.03;20;-80;10
0.098;1.05;0.32;0.007;0.009;55;2;5;80;460;0.03;0.03;0.005;120;0.03;20;-70;18
0.098;1.05;0.32;0.007;0.009;55;2;5;80;460;0.03;0.03;0.005;120;0.03;20;-60;40
0.096;1.29;0.3;0.007;0.009;55;2;5;80;410;0.03;0.03;0.005;120;0.03;20;-80;12
0.096;1.29;0.3;0.007;0.009;55;2;5;80;410;0.03;0.03;0.005;120;0.03;20;-70;53
0.096;1.29;0.3;0.007;0.009;55;2;5;80;410;0.03;0.03;0.005;120;0.03;20;-60;109
0.093;1.65;0.33;0.007;0.007;55;2;5;80;390;0.03;0.03;0.005;120;0.03;20;-80;22
0.093;1.65;0.33;0.007;0.007;55;2;5;80;390;0.03;0.03;0.005;120;0.03;20;-70;58
0.093;1.65;0.33;0.007;0.007;55;2;5;80;390;0.03;0.03;0.005;120;0.03;20;-60;94
0.147;0.63;0.4;0.008;0.007;55;2;5;80;490;0.03;0.03;0.005;120;0.03;20;-80;11
0.147;0.63;0.4;0.008;0.007;55;2;5;80;490;0.03;0.03;0.005;120;0.03;20;-70;14
0.147;0.63;0.4;0.008;0.007;55;2;5;80;490;0.03;0.03;0.005;120;0.03;20;-60;19
0.152;1;0.41;0.007;0.007;55;2;5;80;460;0.03;0.03;0.005;120;0.03;20;-80;20
0.152;1;0.41;0.007;0.007;55;2;5;80;460;0.03;0.03;0.005;120;0.03;20;-70;29
0.152;1;0.41;0.007;0.007;55;2;5;80;460;0.03;0.03;0.005;120;0.03;20;-60;39
0.148;1.4;0.38;0.007;0.007;55;2;5;80;410;0.03;0.03;0.005;120;0.03;20;-80;29
0.148;1.4;0.38;0.007;0.007;55;2;5;80;410;0.03;0.03;0.005;120;0.03;20;-70;54
0.148;1.4;0.38;0.007;0.007;55;2;5;80;410;0.03;0.03;0.005;120;0.03;20;-60;84
0.141;1.76;0.36;0.006;0.007;55;2;5;80;390;0.03;0.03;0.005;120;0.03;20;-80;34
0.141;1.76;0.36;0.006;0.007;55;2;5;80;390;0.03;0.03;0.005;120;0.03;20;-70;50
0.141;1.76;0.36;0.006;0.007;55;2;5;80;390;0.03;0.03;0.005;120;0.03;20;-60;70
0.078;1.43;0.26;0.006;0.006;5;2;5;86;481;0.03;0.03;0.005;5;0.03;5;-80;3
0.078;1.43;0.26;0.006;0.006;5;2;5;86;481;0.03;0.03;0.005;5;0.03;5;-70;4
0.078;1.43;0.26;0.006;0.006;5;2;5;86;481;0.03;0.03;0.005;5;0.03;5;-60;7
0.073;1.39;0.28;0.007;0.007;5;2;5;76;454;0.03;0.95;0.005;5;0.03;5;-80;4
0.073;1.39;0.28;0.007;0.007;5;2;5;76;454;0.03;0.95;0.005;5;0.03;5;-70;7
0.073;1.39;0.28;0.007;0.007;5;2;5;76;454;0.03;0.95;0.005;5;0.03;5;-60;14
0.071;1.48;0.26;0.007;0.012;5;2;5;87;460;0.03;2.28;0.005;5;0.03;5;-80;12
0.071;1.48;0.26;0.007;0.012;5;2;5;87;460;0.03;2.28;0.005;5;0.03;5;-70;20
0.071;1.48;0.26;0.007;0.012;5;2;5;87;460;0.03;2.28;0.005;5;0.03;5;-60;32
0.073;1.43;0.24;0.008;0.006;5;2;5;77;460;0.03;3.12;0.005;5;0.03;5;-80;14
0.073;1.43;0.24;0.008;0.006;5;2;5;77;460;0.03;3.12;0.005;5;0.03;5;-70;22
0.073;1.43;0.24;0.008;0.006;5;2;5;77;460;0.03;3.12;0.005;5;0.03;5;-60;33
0.076;1.53;0.28;0.008;0.006;5;2;5;84;444;0.03;0.03;0.25;5;0.03;5;-80;10
0.076;1.53;0.28;0.008;0.006;5;2;5;84;444;0.03;0.03;0.25;5;0.03;5;-70;18
0.076;1.53;0.28;0.008;0.006;5;2;5;84;444;0.03;0.03;0.25;5;0.03;5;-60;30
0.076;1.45;0.25;0.008;0.006;5;2;5;78;457;0.03;0.03;0.5;5;0.03;5;-80;7
0.076;1.45;0.25;0.008;0.006;5;2;5;78;457;0.03;0.03;0.5;5;0.03;5;-70;13
0.076;1.45;0.25;0.008;0.006;5;2;5;78;457;0.03;0.03;0.5;5;0.03;5;-60;18
0.076;1.41;0.24;0.008;0.006;5;2;5;85;447;0.03;0.03;1.11;5;0.03;5;-80;21
0.076;1.41;0.24;0.008;0.006;5;2;5;85;447;0.03;0.03;1.11;5;0.03;5;-70;22
0.076;1.41;0.24;0.008;0.006;5;2;5;85;447;0.03;0.03;1.11;5;0.03;5;-60;24
0.08;1.48;0.28;0.007;0.006;5;2;5;94;436;1.07;0.03;0.005;5;0.03;5;-80;22
0.08;1.48;0.28;0.007;0.006;5;2;5;94;436;1.07;0.03;0.005;5;0.03;5;-70;33
0.08;1.48;0.28;0.007;0.006;5;2;5;94;436;1.07;0.03;0.005;5;0.03;5;-60;43
0.075;1.48;0.28;0.007;0.005;5;2;5;86;466;1.55;0.03;0.005;5;0.03;5;-80;25
0.075;1.48;0.28;0.007;0.005;5;2;5;86;466;1.55;0.03;0.005;5;0.03;5;-70;26
0.075;1.48;0.28;0.007;0.005;5;2;5;86;466;1.55;0.03;0.005;5;0.03;5;-60;28
0.076;1.44;0.28;0.007;0.007;5;2;5;84;476;1.96;0.03;0.005;5;0.03;5;-80;15
0.076;1.44;0.28;0.007;0.007;5;2;5;84;476;1.96;0.03;0.005;5;0.03;5;-70;18
0.076;1.44;0.28;0.007;0.007;5;2;5;84;476;1.96;0.03;0.005;5;0.03;5;-60;22
0.08;1.47;0.24;0.007;0.007;5;2;5;96;455;0.03;0.03;0.005;5;0.55;5;-80;13
0.08;1.47;0.24;0.007;0.007;5;2;5;96;455;0.03;0.03;0.005;5;0.55;5;-70;15
0.08;1.47;0.24;0.007;0.007;5;2;5;96;455;0.03;0.03;0.005;5;0.55;5;-60;18
0.075;1.41;0.24;0.006;0.008;5;2;5;89;484;0.03;0.03;0.005;5;1.06;5;-80;13
0.075;1.41;0.24;0.006;0.008;5;2;5;89;484;0.03;0.03;0.005;5;1.06;5;-70;15
0.075;1.41;0.24;0.006;0.008;5;2;5;89;484;0.03;0.03;0.005;5;1.06;5;-60;19
0.074;1.36;0.22;0.008;0.01;5;2;5;110;484;0.03;0.03;0.005;5;1.63;5;-80;8
0.074;1.36;0.22;0.008;0.01;5;2;5;110;484;0.03;0.03;0.005;5;1.63;5;-70;11
0.074;1.36;0.22;0.008;0.01;5;2;5;110;484;0.03;0.03;0.005;5;1.63;5;-60;14
0.077;1.46;0.27;0.008;0.007;28;3;5;81;459;0.03;0.03;0.005;5;0.03;5;-80;56
0.077;1.46;0.27;0.008;0.007;28;3;5;81;459;0.03;0.03;0.005;5;0.03;5;-70;91
0.077;1.46;0.27;0.008;0.007;28;3;5;81;459;0.03;0.03;0.005;5;0.03;5;-60;122
0.076;1.48;0.25;0.008;0.006;33;2;5;81;417;0.03;0.95;0.005;5;0.03;5;-80;52
0.076;1.48;0.25;0.008;0.006;33;2;5;81;417;0.03;0.95;0.005;5;0.03;5;-70;70
0.076;1.48;0.25;0.008;0.006;33;2;5;81;417;0.03;0.95;0.005;5;0.03;5;-60;108
0.068;1.46;0.27;0.008;0.007;34;2;5;78;436;0.03;2.24;0.005;5;0.03;5;-80;63
0.068;1.46;0.27;0.008;0.007;34;2;5;78;436;0.03;2.24;0.005;5;0.03;5;-70;79
0.068;1.46;0.27;0.008;0.007;34;2;5;78;436;0.03;2.24;0.005;5;0.03;5;-60;96
0.075;1.46;0.26;0.008;0.006;32;2;5;72;418;0.03;3.15;0.005;5;0.03;5;-80;45
0.075;1.46;0.26;0.008;0.006;32;2;5;72;418;0.03;3.15;0.005;5;0.03;5;-70;55
0.075;1.46;0.26;0.008;0.006;32;2;5;72;418;0.03;3.15;0.005;5;0.03;5;-60;66
0.076;1.49;0.26;0.008;0.008;34;2;5;89;412;0.03;0.03;0.25;5;0.03;5;-80;50
0.076;1.49;0.26;0.008;0.008;34;2;5;89;412;0.03;0.03;0.25;5;0.03;5;-70;95
0.076;1.49;0.26;0.008;0.008;34;2;5;89;412;0.03;0.03;0.25;5;0.03;5;-60;128
0.075;1.46;0.26;0.008;0.007;31;2;5;86;429;0.03;0.03;0.5;5;0.03;5;-80;42
0.075;1.46;0.26;0.008;0.007;31;2;5;86;429;0.03;0.03;0.5;5;0.03;5;-70;64
0.075;1.46;0.26;0.008;0.007;31;2;5;86;429;0.03;0.03;0.5;5;0.03;5;-60;90
0.075;1.44;0.25;0.008;0.008;31;2;5;83;432;0.03;0.03;1.07;5;0.03;5;-80;35
0.075;1.44;0.25;0.008;0.008;31;2;5;83;432;0.03;0.03;1.07;5;0.03;5;-70;50
0.075;1.44;0.25;0.008;0.008;31;2;5;83;432;0.03;0.03;1.07;5;0.03;5;-60;66
0.079;1.56;0.3;0.007;0.011;27;2;5;98;431;1.03;0.03;0.005;5;0.03;5;-80;37
0.079;1.56;0.3;0.007;0.011;27;2;5;98;431;1.03;0.03;0.005;5;0.03;5;-70;65
0.079;1.56;0.3;0.007;0.011;27;2;5;98;431;1.03;0.03;0.005;5;0.03;5;-60;94
0.073;1.53;0.29;0.007;0.01;27;2;5;79;438;1.53;0.03;0.005;5;0.03;5;-80;26
0.073;1.53;0.29;0.007;0.01;27;2;5;79;438;1.53;0.03;0.005;5;0.03;5;-70;42
0.073;1.53;0.29;0.007;0.01;27;2;5;79;438;1.53;0.03;0.005;5;0.03;5;-60;59
0.078;1.48;0.29;0.007;0.01;28;2;5;82;438;1.96;0.03;0.005;5;0.03;5;-80;22
0.078;1.48;0.29;0.007;0.01;28;2;5;82;438;1.96;0.03;0.005;5;0.03;5;-70;28
0.078;1.48;0.29;0.007;0.01;28;2;5;82;438;1.96;0.03;0.005;5;0.03;5;-60;34
0.076;1.48;0.27;0.007;0.008;22;2;5;81;454;0.03;0.03;0.005;5;0.53;5;-80;46
0.076;1.48;0.27;0.007;0.008;22;2;5;81;454;0.03;0.03;0.005;5;0.53;5;-70;64
0.076;1.48;0.27;0.007;0.008;22;2;5;81;454;0.03;0.03;0.005;5;0.53;5;-60;92
0.077;1.43;0.25;0.007;0.008;19;2;5;92;456;0.03;0.03;0.005;5;1.08;5;-80;40
0.077;1.43;0.25;0.007;0.008;19;2;5;92;456;0.03;0.03;0.005;5;1.08;5;-70;52
0.077;1.43;0.25;0.007;0.008;19;2;5;92;456;0.03;0.03;0.005;5;1.08;5;-60;73
0.069;1.37;0.25;0.007;0.009;23;2;5;75;475;0.03;0.03;0.005;5;1.6;5;-80;18
0.069;1.37;0.25;0.007;0.009;23;2;5;75;475;0.03;0.03;0.005;5;1.6;5;-70;25
0.069;1.37;0.25;0.007;0.009;23;2;5;75;475;0.03;0.03;0.005;5;1.6;5;-60;34
0.074;1.51;0.36;0.008;0.011;40;2;5;80;410;0.03;0.03;0.005;120;0.02;20;-80;42
0.074;1.51;0.36;0.008;0.011;40;2;5;80;410;0.03;0.03;0.005;120;0.02;20;-70;81
0.074;1.51;0.36;0.008;0.011;40;2;5;80;410;0.03;0.03;0.005;120;0.02;20;-60;118
0.075;1.48;0.36;0.007;0.006;40;2;5;80;410;0.03;0.03;0.005;120;0.11;20;-80;54
0.075;1.48;0.36;0.007;0.006;40;2;5;80;410;0.03;0.03;0.005;120;0.11;20;-70;88
0.075;1.48;0.36;0.007;0.006;40;2;5;80;410;0.03;0.03;0.005;120;0.11;20;-60;117
0.074;1.42;0.32;0.008;0.007;40;2;5;80;410;0.03;0.03;0.005;120;0.19;20;-80;49
0.074;1.42;0.32;0.008;0.007;40;2;5;80;410;0.03;0.03;0.005;120;0.19;20;-70;96
0.074;1.42;0.32;0.008;0.007;40;2;5;80;410;0.03;0.03;0.005;120;0.19;20;-60;134
0.076;1.48;0.33;0.007;0.006;40;2;5;80;410;0.03;0.03;0.005;120;0.35;20;-80;41
0.076;1.48;0.33;0.007;0.006;40;2;5;80;410;0.03;0.03;0.005;120;0.35;20;-70;67
0.076;1.48;0.33;0.007;0.006;40;2;5;80;410;0.03;0.03;0.005;120;0.35;20;-60;102
0.068;1.49;0.32;0.006;0.006;40;2;5;80;410;0.03;0.03;0.005;120;0.66;20;-80;52
0.068;1.49;0.32;0.006;0.006;40;2;5;80;410;0.03;0.03;0.005;120;0.66;20;-70;76
0.068;1.49;0.32;0.006;0.006;40;2;5;80;410;0.03;0.03;0.005;120;0.66;20;-60;102
0.076;1.49;0.36;0.006;0.006;40;2;5;80;410;0.03;0.03;0.005;120;1.4;20;-80;30
0.076;1.49;0.36;0.006;0.006;40;2;5;80;410;0.03;0.03;0.005;120;1.4;20;-70;46
0.076;1.49;0.36;0.006;0.006;40;2;5;80;410;0.03;0.03;0.005;120;1.4;20;-60;64
0.074;1.4;0.25;0.008;0.007;1;1;6;79;475;0.03;0.03;0.005;5;0.03;5;-80;3
0.074;1.4;0.25;0.008;0.007;1;1;6;79;475;0.03;0.03;0.005;5;0.03;5;-70;6
0.074;1.4;0.25;0.008;0.007;1;1;6;79;475;0.03;0.03;0.005;5;0.03;5;-60;9
0.077;1.46;0.27;0.008;0.007;28;3;5;81;459;0.03;0.03;0.005;5;0.03;5;-80;56
0.077;1.46;0.27;0.008;0.007;28;3;5;81;459;0.03;0.03;0.005;5;0.03;5;-70;91
0.077;1.46;0.27;0.008;0.007;28;3;5;81;459;0.03;0.03;0.005;5;0.03;5;-60;122
0.069;1.47;0.45;0.005;0.006;410;2;1;77;282;0.03;0.03;0.005;5;0.03;5;-80;22
0.069;1.47;0.45;0.005;0.006;410;2;1;77;282;0.03;0.03;0.005;5;0.03;5;-70;50
0.069;1.47;0.45;0.005;0.006;410;2;1;77;282;0.03;0.03;0.005;5;0.03;5;-60;107
0.07;1.57;0.45;0.006;0.01;390;39;13;83;308;0.03;0.03;0.005;5;0.03;5;-80;106
0.07;1.57;0.45;0.006;0.01;390;39;13;83;308;0.03;0.03;0.005;5;0.03;5;-70;138
0.07;1.57;0.45;0.006;0.01;390;39;13;83;308;0.03;0.03;0.005;5;0.03;5;-60;166
0.072;1.56;0.49;0.007;0.01;420;48;160;67;438;0.03;0.03;0.005;5;0.03;5;-80;112
0.072;1.56;0.49;0.007;0.01;420;48;160;67;438;0.03;0.03;0.005;5;0.03;5;-70;146
0.072;1.56;0.49;0.007;0.01;420;48;160;67;438;0.03;0.03;0.005;5;0.03;5;-60;166
0.064;1.49;0.4;0.007;0.005;5;195;5;85;503;0.03;0.03;0.005;5;0.03;5;-80;24
0.064;1.49;0.4;0.007;0.005;5;195;5;85;503;0.03;0.03;0.005;5;0.03;5;-70;34
0.064;1.49;0.4;0.007;0.005;5;195;5;85;503;0.03;0.03;0.005;5;0.03;5;-60;51
0.073;1.52;0.4;0.006;0.011;390;158;5;84;290;0.03;0.03;0.005;5;0.03;5;-80;28
0.073;1.52;0.4;0.006;0.011;390;158;5;84;290;0.03;0.03;0.005;5;0.03;5;-70;51
0.073;1.52;0.4;0.006;0.011;390;158;5;84;290;0.03;0.03;0.005;5;0.03;5;-60;81
0.078;1.44;0.6;0.006;0.007;540;56;580;41;440;0.03;0.03;0.005;5;0.03;5;-80;2
0.078;1.44;0.6;0.006;0.007;540;56;580;41;440;0.03;0.03;0.005;5;0.03;5;-70;5
0.078;1.44;0.6;0.006;0.007;540;56;580;41;440;0.03;0.03;0.005;5;0.03;5;-60;11
0.074;1.58;0.28;0.008;0.008;5;5;5;145;404;0.03;0.03;0.005;5;0.03;5;-80;2
0.074;1.58;0.28;0.008;0.008;5;5;5;145;404;0.03;0.03;0.005;5;0.03;5;-70;3
0.074;1.58;0.28;0.008;0.008;5;5;5;145;404;0.03;0.03;0.005;5;0.03;5;-60;4
0.068;1.4;0.28;0.01;0.008;31;5;5;148;409;0.03;0.03;0.005;5;0.03;5;-80;4
0.068;1.4;0.28;0.01;0.008;31;5;5;148;409;0.03;0.03;0.005;5;0.03;5;-70;10
0.068;1.4;0.28;0.01;0.008;31;5;5;148;409;0.03;0.03;0.005;5;0.03;5;-60;38
0.066;1.48;0.47;0.007;0.011;410;2;5;164;285;0.03;0.03;0.005;5;0.03;5;-80;14
0.066;1.48;0.47;0.007;0.011;410;2;5;164;285;0.03;0.03;0.005;5;0.03;5;-70;30
0.066;1.48;0.47;0.007;0.011;410;2;5;164;285;0.03;0.03;0.005;5;0.03;5;-60;46
0.069;1.48;0.34;0.007;0.01;370;40;5;149;281;0.03;0.03;0.005;5;0.03;5;-80;19
0.069;1.48;0.34;0.007;0.01;370;40;5;149;281;0.03;0.03;0.005;5;0.03;5;-70;33
0.069;1.48;0.34;0.007;0.01;370;40;5;149;281;0.03;0.03;0.005;5;0.03;5;-60;59
0.07;1.45;0.43;0.006;0.01;470;37;170;130;439;0.03;0.03;0.005;5;0.03;5;-80;7
0.07;1.45;0.43;0.006;0.01;470;37;170;130;439;0.03;0.03;0.005;5;0.03;5;-70;18
0.07;1.45;0.43;0.006;0.01;470;37;170;130;439;0.03;0.03;0.005;5;0.03;5;-60;35
0.07;1.55;0.39;0.007;0.007;7;160;6;144;396;0.03;0.03;0.005;5;0.03;5;-80;10
0.07;1.55;0.39;0.007;0.007;7;160;6;144;396;0.03;0.03;0.005;5;0.03;5;-70;13
0.07;1.55;0.39;0.007;0.007;7;160;6;144;396;0.03;0.03;0.005;5;0.03;5;-60;20
0.066;1.39;0.35;0.006;0.009;360;158;5;138;290;0.03;0.03;0.005;5;0.03;5;-80;53
0.066;1.39;0.35;0.006;0.009;360;158;5;138;290;0.03;0.03;0.005;5;0.03;5;-70;87
0.066;1.39;0.35;0.006;0.009;360;158;5;138;290;0.03;0.03;0.005;5;0.03;5;-60;120
0.067;1.44;0.63;0.005;0.01;480;44;560;120;473;0.03;0.03;0.005;5;0.03;5;-80;59
0.067;1.44;0.63;0.005;0.01;480;44;560;120;473;0.03;0.03;0.005;5;0.03;5;-70;86
0.067;1.44;0.63;0.005;0.01;480;44;560;120;473;0.03;0.03;0.005;5;0.03;5;-60;110
0.073;1.66;0.27;0.009;0.008;5;5;5;235;399;0.03;0.03;0.005;5;0.03;5;-80;2
0.073;1.66;0.27;0.009;0.008;5;5;5;235;399;0.03;0.03;0.005;5;0.03;5;-70;3
0.073;1.66;0.27;0.009;0.008;5;5;5;235;399;0.03;0.03;0.005;5;0.03;5;-60;5
0.069;1.45;0.26;0.01;0.009;29;5;2;226;391;0.03;0.03;0.005;5;0.03;5;-80;3
0.069;1.45;0.26;0.01;0.009;29;5;2;226;391;0.03;0.03;0.005;5;0.03;5;-70;6
0.069;1.45;0.26;0.01;0.009;29;5;2;226;391;0.03;0.03;0.005;5;0.03;5;-60;14
0.068;1.46;0.47;0.007;0.006;450;2;5;249;297;0.03;0.03;0.005;5;0.03;5;-80;8
0.068;1.46;0.47;0.007;0.006;450;2;5;249;297;0.03;0.03;0.005;5;0.03;5;-70;14
0.068;1.46;0.47;0.007;0.006;450;2;5;249;297;0.03;0.03;0.005;5;0.03;5;-60;26
0.069;1.51;0.36;0.007;0.008;410;44;5;232;292;0.03;0.03;0.005;5;0.03;5;-80;18
0.069;1.51;0.36;0.007;0.008;410;44;5;232;292;0.03;0.03;0.005;5;0.03;5;-70;19
0.069;1.51;0.36;0.007;0.008;410;44;5;232;292;0.03;0.03;0.005;5;0.03;5;-60;24
0.068;1.45;0.5;0.006;0.011;470;45;180;230;440;0.03;0.03;0.005;5;0.03;5;-80;2
0.068;1.45;0.5;0.006;0.011;470;45;180;230;440;0.03;0.03;0.005;5;0.03;5;-70;2
