#H S_W[ 1]  S_W[ 2]  S_W[ 3]  S_W[ 4]  S_W[ 5]  S_W[ 6]  S_W[ 7]  S_W[ 8]  S_W[ 9]  S_W[10]  S_W[11]  S_W[12]  S_W[13]  S_W[14]  S_W[15]  S_W[16]  S_W[17]  S_W[18]  S_W[19]  SIGMA_NU D_EN    D_X2 /NDF WX2/k1 WX2/k2 WX2/k3 WX2/k4 WX2/k5 WX2/k6 WX2/k7 WX2/k8 WX2/k9 WX2/k10 WX2/k11 WX2/k12 WX2/k13 WX2/k14 WX2/k15 WX2/k16 WX2/k17 WX2/k18 WX2/k19 GAMMA3 LOGOC3  LOGOCF  SYMS NU T_EN   MT_EB     T_X2   NDF  T_EN 2   MT_E2B   T_X2 2 NDF  EVAB    EVB     EVDENCE EVAB2   FUDGE1  FUDGE2  
20   0.7477    1.263    1.263    1.452     1.05    7.468    2.249    1.216    1.244   0.5418   0.9807     1.16   0.7747    1.126    1.736    1.466    2.651    3.415   0.8113 0.054182   16.21 1.104e+04 11413   95.9  99.31  98.51  95.99  96.93  99.71  99.53  98.88  99.32  97.49  97.26  99.08   97.1   96.6  97.13  93.09  99.72  98.89  96.56  372.4   335.1  -472.7    1  0   16.206    17245 1.104e+04 11413   16.206    17245 1.104e+04 11413   16663   16610   16605   16998 0.0015157   12780 
