#H S_W[ 1]  S_W[ 2]  S_W[ 3]  S_W[ 4]  S_W[ 5]  S_W[ 6]  S_W[ 7]  S_W[ 8]  S_W[ 9]  S_W[10]  S_W[11]  S_W[12]  S_W[13]  S_W[14]  S_W[15]  S_W[16]  S_W[17]  S_W[18]  S_W[19]  SIGMA_NU D_EN    D_X2 /NDF WX2/k1 WX2/k2 WX2/k3 WX2/k4 WX2/k5 WX2/k6 WX2/k7 WX2/k8 WX2/k9 WX2/k10 WX2/k11 WX2/k12 WX2/k13 WX2/k14 WX2/k15 WX2/k16 WX2/k17 WX2/k18 WX2/k19 GAMMA3 LOGOC3  LOGOCF  SYMS NU T_EN   MT_EB     T_X2   NDF  T_EN 2   MT_E2B   T_X2 2 NDF  EVAB    EVB     EVDENCE EVAB2   FUDGE1  FUDGE2  
16    1.153    1.657    0.988    1.337    1.438    17.47    6.936    1.223    1.019   0.3233   0.9365   0.9678   0.6691    2.813    1.052    2.416    2.399    7.647    1.037 0.057671   18.49 1.112e+04 11413  97.71  99.56  97.01  93.21  97.72   99.8  99.68  98.95  99.15  94.03   93.4  98.62  91.91  96.08  94.63  92.89  99.73  99.38   94.2    295   265.3  -433.7    1  0   18.489    16504 1.112e+04 11413   18.489    16504 1.112e+04 11413   15975   15925   15920   16240 0.001706   12496 
