#H S_W[ 1]  S_W[ 2]  S_W[ 3]  S_W[ 4]  S_W[ 5]  S_W[ 6]  S_W[ 7]  S_W[ 8]  S_W[ 9]  S_W[10]  S_W[11]  S_W[12]  S_W[13]  S_W[14]  S_W[15]  S_W[16]  S_W[17]  S_W[18]  S_W[19]  SIGMA_NU D_EN    D_X2 /NDF WX2/k1 WX2/k2 WX2/k3 WX2/k4 WX2/k5 WX2/k6 WX2/k7 WX2/k8 WX2/k9 WX2/k10 WX2/k11 WX2/k12 WX2/k13 WX2/k14 WX2/k15 WX2/k16 WX2/k17 WX2/k18 WX2/k19 GAMMA3 LOGOC3  LOGOCF  SYMS NU T_EN   MT_EB     T_X2   NDF  T_EN 2   MT_E2B   T_X2 2 NDF  EVAB    EVB     EVDENCE EVAB2   FUDGE1  FUDGE2  
19    1.016    1.558    1.489    2.159     1.23    10.44    1.881    1.587     1.22    1.416   0.9201     2.03   0.7977   0.9132    1.399    1.361    2.692    5.607    1.214 0.055952   17.31 1.106e+04 11413  96.63   99.4  98.25   96.6  97.18  99.64  99.48  99.13  99.12  99.15  97.79  99.32  96.15  95.24  99.04  96.27  99.76  99.45   95.1  354.9   317.7  -516.8    1  0   17.309    16873 1.106e+04 11413   17.309    16873 1.106e+04 11413   16248   16196   16191   16566 0.001614   12716 
