#H S_W[ 1]  S_W[ 2]  S_W[ 3]  S_W[ 4]  S_W[ 5]  S_W[ 6]  S_W[ 7]  S_W[ 8]  S_W[ 9]  S_W[10]  S_W[11]  S_W[12]  S_W[13]  S_W[14]  S_W[15]  S_W[16]  S_W[17]  S_W[18]  S_W[19]  SIGMA_NU D_EN    D_X2 /NDF WX2/k1 WX2/k2 WX2/k3 WX2/k4 WX2/k5 WX2/k6 WX2/k7 WX2/k8 WX2/k9 WX2/k10 WX2/k11 WX2/k12 WX2/k13 WX2/k14 WX2/k15 WX2/k16 WX2/k17 WX2/k18 WX2/k19 GAMMA3 LOGOC3  LOGOCF  SYMS NU T_EN   MT_EB     T_X2   NDF  T_EN 2   MT_E2B   T_X2 2 NDF  EVAB    EVB     EVDENCE EVAB2   FUDGE1  FUDGE2  
17    1.493    1.393    1.244    1.238   0.6438    9.726    1.514   0.9891    1.556   0.8444    1.269    1.613    1.095    2.629    1.394    1.099    2.435    5.998    1.293  0.05741    18.3 1.11e+04 11413  98.13   99.1  97.87  92.28  92.39  99.34  99.52  98.16   99.4  98.79  94.69  96.28  95.93  98.15  93.32  85.74  99.81     99  87.43  311.2   282.7  -447.8    1  0   18.295    16561 1.11e+04 11413   18.295    16561 1.11e+04 11413   16016   15966   15961   16299 0.0016929   12555 
