#H S_W[ 1]  S_W[ 2]  S_W[ 3]  S_W[ 4]  S_W[ 5]  S_W[ 6]  S_W[ 7]  S_W[ 8]  S_W[ 9]  S_W[10]  S_W[11]  S_W[12]  S_W[13]  S_W[14]  S_W[15]  S_W[16]  S_W[17]  S_W[18]  S_W[19]  SIGMA_NU D_EN    D_X2 /NDF WX2/k1 WX2/k2 WX2/k3 WX2/k4 WX2/k5 WX2/k6 WX2/k7 WX2/k8 WX2/k9 WX2/k10 WX2/k11 WX2/k12 WX2/k13 WX2/k14 WX2/k15 WX2/k16 WX2/k17 WX2/k18 WX2/k19 GAMMA3 LOGOC3  LOGOCF  SYMS NU T_EN   MT_EB     T_X2   NDF  T_EN 2   MT_E2B   T_X2 2 NDF  EVAB    EVB     EVDENCE EVAB2   FUDGE1  FUDGE2  
18    1.364    1.889     1.27    2.018    1.617    12.24    4.582    1.528    1.703   0.5872    1.343    2.577   0.7876    2.796    1.701    1.743    2.984    6.828   0.4637 0.056447   17.66 1.108e+04 11413  96.76  99.23  96.95  94.52  97.43  99.28  99.67  98.73  99.23  96.86  97.47  99.36  91.23  97.72  92.61  88.57  99.82  98.86  90.39  331.2   300.2  -533.7    1  0   17.655    16761 1.108e+04 11413   17.655    16761 1.108e+04 11413   16127   16076   16071   16427 0.0016394   12629 
